Posted On,Size,Rent,No of Bedrooms,No of Bathrooms,Floor,Area Type,City,Condition of the House,Age of House (in Years),Overall Grade,Furnishing Status,Latitude,Longitude,Tenant Preferred,Point of Contact
27-06-22,50,5500,5,3,0,Carpet Area,Delhi,Excellent,63,8,Unfurnished,47.6434,-122.115,Bachelors/Family,Contact Owner
01-07-22,380,5500,3,1.75,1,Super Area,Delhi,Good,29,7,Unfurnished,47.2871,-122.354,Bachelors/Family,Contact Owner
18-05-22,630,5500,6,2.75,0,Super Area,Delhi,Good,41,9,Furnished,47.5726,-122.213,Bachelors/Family,Contact Owner
10-05-22,400,5500,3,1.75,2,Super Area,Delhi,Fair,64,7,Semi-Furnished,47.5035,-122.302,Bachelors/Family,Contact Owner
17-06-22,200,5500,3,2.25,0,Carpet Area,Delhi,Fair,7,7,Furnished,47.7342,-121.968,Bachelors,Contact Owner
29-04-22,30,5500,3,1.5,0,Carpet Area,Delhi,Fair,64,7,Furnished,47.5666,-121.902,Bachelors/Family,Contact Owner
28-04-22,200,5500,3,3,0,Super Area,Delhi,Fair,15,8,Unfurnished,47.6971,-122.34,Bachelors/Family,Contact Owner
25-05-22,300,5500,2,1,0,Super Area,Hyderabad,Good,118,6,Unfurnished,47.5275,-122.323,Bachelors/Family,Contact Owner
18-06-22,400,5500,3,2.5,1,Super Area,Hyderabad,Fair,35,9,Unfurnished,47.5651,-122.114,Bachelors/Family,Contact Builder
12-05-22,500,5500,2,2.5,1,Super Area,Hyderabad,Fair,12,9,Unfurnished,47.6654,-122.355,Bachelors/Family,Contact Owner
30-04-22,500,5500,4,3.5,1,Super Area,Hyderabad,Fair,92,7,Unfurnished,47.6835,-122.342,Bachelors,Contact Owner
12-05-22,67,5500,3,2.5,0,Super Area,Hyderabad,Fair,10,8,Semi-Furnished,47.3861,-122.096,Bachelors/Family,Contact Owner
12-05-22,40,5500,4,2.5,1,Super Area,Hyderabad,Fair,14,8,Unfurnished,47.7377,-121.97,Bachelors/Family,Contact Owner
10-06-22,400,5700,3,1.5,0,Super Area,Chennai,Good,69,8,Unfurnished,47.7014,-122.381,Bachelors/Family,Contact Owner
04-07-22,450,5700,2,2.5,1,Carpet Area,Chennai,Fair,21,8,Semi-Furnished,47.6254,-122.292,Family,Contact Owner
25-06-22,760,5800,3,1.5,2,Super Area,Hyderabad,Good,64,7,Unfurnished,47.6158,-122.213,Family,Contact Owner
17-05-22,600,6000,3,2,0,Super Area,Kolkata,Fair,24,7,Semi-Furnished,47.7277,-121.962,Bachelors/Family,Contact Owner
09-06-22,660,6000,3,1,8,Super Area,Kolkata,Good,49,7,Unfurnished,47.3343,-122.306,Bachelors/Family,Contact Owner
25-06-22,1000,6000,3,1,0,Super Area,Kolkata,Excellent,109,8,Semi-Furnished,47.6221,-122.314,Bachelors/Family,Contact Owner
16-06-22,550,6000,4,1.75,0,Super Area,Kolkata,Good,89,7,Semi-Furnished,47.6823,-122.368,Bachelors/Family,Contact Owner
27-05-22,300,6000,3,1,0,Super Area,Kolkata,Good,59,6,Semi-Furnished,47.4485,-122.175,Bachelors/Family,Contact Owner
19-06-22,1200,6000,4,2.5,1,Super Area,Kolkata,Fair,10,7,Unfurnished,47.3663,-122.114,Bachelors/Family,Contact Owner
19-06-22,1200,6000,3,2.5,1,Super Area,Kolkata,Fair,15,8,Semi-Furnished,47.3663,-122.122,Bachelors,Contact Owner
09-06-22,500,6000,3,1.5,0,Super Area,Kolkata,Fair,79,8,Unfurnished,47.687,-122.386,Bachelors/Family,Contact Owner
06-06-22,600,6000,3,2.5,0,Carpet Area,Kolkata,Good,40,8,Unfurnished,47.4431,-122.133,Bachelors/Family,Contact Owner
25-04-22,220,6000,5,1.75,0,Super Area,Kolkata,Good,76,7,Furnished,47.6417,-122.109,Bachelors/Family,Contact Owner
27-06-22,300,6000,3,1.75,0,Carpet Area,Kolkata,Excellent,113,6,Unfurnished,47.6823,-122.349,Bachelors/Family,Contact Agent
30-06-22,300,6000,4,2.25,0,Carpet Area,Kolkata,Fair,32,8,Semi-Furnished,47.5343,-122.054,Bachelors/Family,Contact Owner
25-05-22,700,6000,4,1.75,1,Super Area,Kolkata,Good,50,8,Unfurnished,47.4715,-122.118,Bachelors/Family,Contact Owner
09-05-22,700,6000,3,2.5,0,Super Area,Kolkata,Fair,15,8,Unfurnished,47.2779,-122.347,Bachelors/Family,Contact Owner
17-06-22,700,6000,2,0.75,0,Carpet Area,Kolkata,Fair,77,6,Unfurnished,47.4604,-122.339,Bachelors/Family,Contact Owner
24-06-22,450,6000,2,1,1,Super Area,Kolkata,Fair,95,6,Unfurnished,47.4889,-122.299,Family,Contact Owner
19-06-22,600,6000,3,2,1,Carpet Area,Kolkata,Good,40,7,Semi-Furnished,47.3656,-122.278,Bachelors/Family,Contact Owner
31-05-22,750,6000,3,2.25,1,Super Area,Kolkata,Fair,27,8,Unfurnished,47.4616,-121.711,Bachelors/Family,Contact Owner
19-06-22,320,6000,1,0.75,0,Carpet Area,Kolkata,Excellent,82,5,Unfurnished,47.4683,-122.438,Bachelors/Family,Contact Owner
24-06-22,2160,6000,2,1,0,Super Area,Kolkata,Fair,81,7,Semi-Furnished,47.6802,-122.29,Bachelors,Contact Owner
27-04-22,130,6000,3,1,0,Carpet Area,Kolkata,Fair,57,7,Semi-Furnished,47.5053,-122.255,Bachelors/Family,Contact Owner
20-05-22,960,6000,1,0.75,1,Super Area,Kolkata,Fair,51,4,Semi-Furnished,47.675,-121.854,Bachelors/Family,Contact Owner
31-05-22,320,6000,4,2.5,1,Carpet Area,Kolkata,Fair,25,8,Unfurnished,47.4987,-122.365,Bachelors/Family,Contact Owner
09-05-22,450,6000,5,2.25,1,Super Area,Kolkata,Good,60,7,Unfurnished,47.5976,-122.118,Bachelors/Family,Contact Agent
03-06-22,400,6000,3,2.5,0,Super Area,Kolkata,Fair,109,7,Unfurnished,47.5644,-122.289,Bachelors/Family,Contact Owner
24-05-22,600,6000,4,1.75,11,Super Area,Kolkata,Good,44,7,Unfurnished,47.1775,-122.022,Bachelors/Family,Contact Owner
08-06-22,900,6000,3,2.5,2,Super Area,Kolkata,Good,40,8,Furnished,47.7718,-122.095,Bachelors/Family,Contact Owner
19-06-22,200,6000,2,1,3,Carpet Area,Kolkata,Fair,77,7,Unfurnished,47.6885,-122.337,Bachelors/Family,Contact Agent
15-06-22,300,6000,3,2,2,Carpet Area,Kolkata,Good,42,8,Unfurnished,47.6408,-122.219,Bachelors/Family,Contact Agent
10-05-22,500,6000,3,1.5,0,Carpet Area,Kolkata,Good,38,6,Semi-Furnished,47.4056,-121.955,Bachelors/Family,Contact Owner
27-04-22,800,6000,3,2.5,8,Super Area,Kolkata,Fair,13,9,Unfurnished,47.5674,-122.29,Bachelors/Family,Contact Owner
10-06-22,1200,6000,3,2.5,4,Super Area,Kolkata,Good,28,9,Unfurnished,47.3875,-122.161,Bachelors/Family,Contact Owner
10-06-22,500,6000,4,2.75,3,Super Area,Kolkata,Fair,16,9,Semi-Furnished,47.5985,-121.977,Bachelors/Family,Contact Owner
17-06-22,400,6000,3,2,1,Super Area,Kolkata,Fair,46,7,Unfurnished,47.7193,-122.216,Bachelors/Family,Contact Owner
08-06-22,800,6000,4,2.5,0,Super Area,Kolkata,Fair,15,9,Unfurnished,47.5416,-121.864,Bachelors/Family,Contact Owner
09-06-22,425,6000,4,1.75,0,Carpet Area,Kolkata,Good,37,8,Unfurnished,47.7206,-122.11,Bachelors/Family,Contact Owner
04-07-22,200,6000,5,1.75,1,Super Area,Mumbai,Good,66,7,Unfurnished,47.5831,-122.191,Bachelors/Family,Contact Owner
28-04-22,500,6000,3,2.5,0,Super Area,Mumbai,Fair,25,8,Semi-Furnished,47.5093,-122.153,Bachelors/Family,Contact Owner
26-05-22,400,6000,3,1.5,2,Super Area,Bangalore,Fair,66,8,Semi-Furnished,47.5244,-122.386,Bachelors/Family,Contact Owner
23-05-22,400,6000,4,2.25,3,Super Area,Bangalore,Okay,66,7,Semi-Furnished,47.5743,-122.238,Bachelors/Family,Contact Owner
23-06-22,700,6000,4,2.5,0,Super Area,Bangalore,Fair,40,7,Unfurnished,47.4491,-121.78,Bachelors/Family,Contact Owner
04-06-22,300,6000,4,2.5,3,Super Area,Bangalore,Fair,12,7,Unfurnished,47.3012,-122.285,Bachelors/Family,Contact Owner
19-06-22,300,6000,3,2.25,2,Super Area,Bangalore,Fair,40,8,Semi-Furnished,47.7208,-122.236,Bachelors/Family,Contact Owner
23-05-22,400,6000,4,2.75,4,Super Area,Bangalore,Good,28,8,Unfurnished,47.3747,-122.124,Bachelors/Family,Contact Owner
16-06-22,500,6000,5,1.5,0,Super Area,Bangalore,Fair,113,8,Semi-Furnished,47.6845,-122.332,Bachelors/Family,Contact Owner
24-05-22,600,6000,4,2.5,2,Super Area,Bangalore,Fair,50,8,Semi-Furnished,47.7657,-122.29,Bachelors/Family,Contact Owner
04-06-22,400,6000,2,1,3,Super Area,Bangalore,Fair,24,6,Semi-Furnished,47.3069,-122.013,Bachelors/Family,Contact Owner
04-06-22,350,6000,2,1,3,Super Area,Bangalore,Fair,68,7,Unfurnished,47.5293,-122.272,Bachelors/Family,Contact Owner
27-05-22,400,6000,3,2.25,3,Super Area,Bangalore,Good,85,7,Semi-Furnished,47.7297,-122.139,Bachelors/Family,Contact Owner
04-07-22,600,6000,4,1,1,Super Area,Bangalore,Excellent,114,6,Semi-Furnished,47.4868,-122.204,Bachelors/Family,Contact Owner
23-05-22,400,6000,3,1.75,2,Super Area,Bangalore,Fair,38,8,Semi-Furnished,47.3032,-122.123,Bachelors/Family,Contact Owner
19-05-22,600,6000,3,2,3,Super Area,Bangalore,Fair,55,7,Unfurnished,47.345,-122.283,Bachelors/Family,Contact Owner
12-06-22,650,6000,3,1,1,Super Area,Bangalore,Fair,70,6,Semi-Furnished,47.7681,-122.266,Bachelors/Family,Contact Owner
28-04-22,600,6000,4,2,2,Super Area,Bangalore,Fair,41,7,Unfurnished,47.7659,-122.31,Bachelors/Family,Contact Owner
14-05-22,400,6000,4,1.5,0,Super Area,Bangalore,Fair,39,7,Unfurnished,47.3034,-122.383,Bachelors/Family,Contact Owner
20-06-22,150,6000,1,0.75,3,Super Area,Bangalore,Fair,74,6,Furnished,47.7182,-121.956,Bachelors/Family,Contact Owner
14-05-22,300,6000,4,2.5,0,Super Area,Bangalore,Good,41,8,Unfurnished,47.5834,-122.003,Bachelors/Family,Contact Owner
21-06-22,660,6000,4,1.5,3,Super Area,Bangalore,Fair,92,7,Unfurnished,47.6849,-122.363,Bachelors,Contact Owner
14-06-22,1200,6000,3,2,2,Carpet Area,Bangalore,Fair,38,7,Furnished,47.4643,-122.171,Bachelors,Contact Owner
04-07-22,600,6000,3,2.25,1,Super Area,Bangalore,Fair,41,7,Unfurnished,47.4997,-122.231,Bachelors/Family,Contact Owner
04-06-22,500,6000,3,1.75,1,Super Area,Bangalore,Good,110,8,Semi-Furnished,47.6508,-122.368,Bachelors/Family,Contact Owner
07-07-22,650,6000,2,1,3,Super Area,Bangalore,Fair,93,7,Semi-Furnished,47.5557,-122.278,Bachelors/Family,Contact Owner
14-05-22,350,6000,4,2.5,0,Super Area,Bangalore,Good,46,9,Unfurnished,47.5578,-122.212,Bachelors/Family,Contact Owner
27-06-22,500,6000,4,2.75,4,Super Area,Bangalore,Excellent,44,7,Unfurnished,47.7027,-122.347,Bachelors/Family,Contact Owner
23-05-22,600,6000,4,2.25,0,Super Area,Bangalore,Fair,53,8,Unfurnished,47.6263,-122.124,Bachelors,Contact Owner
23-06-22,500,6000,4,2.5,2,Super Area,Bangalore,Fair,16,7,Unfurnished,47.4445,-122.17,Bachelors/Family,Contact Owner
05-05-22,400,6000,2,2,1,Super Area,Bangalore,Okay,60,6,Unfurnished,47.481,-122.116,Bachelors/Family,Contact Owner
23-05-22,400,6000,4,1.75,1,Super Area,Bangalore,Excellent,49,8,Furnished,47.5328,-122.051,Bachelors/Family,Contact Owner
28-06-22,300,6000,5,2.5,2,Carpet Area,Delhi,Fair,12,9,Unfurnished,47.7074,-122.101,Bachelors/Family,Contact Owner
29-05-22,400,6000,4,2,2,Carpet Area,Delhi,Fair,50,7,Unfurnished,47.5878,-122.312,Bachelors/Family,Contact Owner
03-05-22,63,6000,4,2.5,3,Super Area,Delhi,Fair,48,7,Furnished,47.3472,-122.11,Bachelors/Family,Contact Owner
08-06-22,400,6000,3,3,1,Super Area,Delhi,Fair,20,9,Unfurnished,47.7239,-122.164,Bachelors/Family,Contact Owner
29-04-22,45,6000,3,2,4,Super Area,Delhi,Good,40,8,Unfurnished,47.3944,-121.972,Bachelors/Family,Contact Owner
27-05-22,360,6000,3,1.75,1,Super Area,Delhi,Fair,39,7,Semi-Furnished,47.3146,-122.043,Bachelors/Family,Contact Owner
26-06-22,450,6000,3,1,1,Super Area,Delhi,Good,47,7,Unfurnished,47.758,-122.075,Bachelors/Family,Contact Owner
29-04-22,400,6000,4,2,1,Super Area,Delhi,Excellent,57,8,Unfurnished,47.693,-122.168,Bachelors/Family,Contact Owner
05-05-22,500,6000,4,1.75,0,Super Area,Delhi,Good,40,10,Unfurnished,47.6348,-122.06,Bachelors/Family,Contact Owner
06-06-22,50,6000,4,2.5,0,Carpet Area,Delhi,Fair,22,9,Semi-Furnished,47.6618,-121.962,Bachelors,Contact Owner
28-06-22,350,6000,3,1.5,2,Carpet Area,Delhi,Fair,43,7,Semi-Furnished,47.5602,-121.86,Bachelors/Family,Contact Agent
16-06-22,25,6000,1,1,2,Super Area,Delhi,Fair,11,8,Semi-Furnished,47.5473,-122.371,Bachelors/Family,Contact Owner
12-05-22,600,6000,3,1.75,1,Super Area,Chennai,Fair,66,7,Unfurnished,47.4713,-122.344,Bachelors/Family,Contact Owner
30-04-22,900,6000,3,1,0,Super Area,Chennai,Fair,61,6,Unfurnished,47.4369,-122.272,Bachelors,Contact Owner
05-07-22,700,6000,4,2.25,1,Super Area,Chennai,Fair,48,8,Semi-Furnished,47.6715,-122.164,Bachelors/Family,Contact Owner
16-05-22,450,6000,2,2.5,0,Super Area,Chennai,Fair,10,8,Unfurnished,47.5659,-122.37,Bachelors/Family,Contact Owner
12-05-22,350,6000,3,1,0,Super Area,Chennai,Good,91,7,Unfurnished,47.6835,-122.347,Bachelors/Family,Contact Owner
23-05-22,300,6000,3,1.75,0,Super Area,Chennai,Good,34,7,Semi-Furnished,47.6659,-122.144,Bachelors/Family,Contact Owner
16-06-22,450,6000,4,2.5,5,Super Area,Chennai,Fair,15,7,Semi-Furnished,47.7241,-121.957,Bachelors/Family,Contact Owner
01-07-22,600,6000,3,2.5,0,Carpet Area,Chennai,Fair,4,8,Unfurnished,47.7049,-122.34,Family,Contact Owner
22-06-22,450,6000,2,1,1,Super Area,Chennai,Fair,108,6,Unfurnished,47.5727,-122.372,Bachelors/Family,Contact Owner
06-05-22,510,6000,3,1.5,1,Super Area,Chennai,Fair,58,7,Unfurnished,47.4773,-122.28,Bachelors/Family,Contact Owner
15-06-22,434,6000,3,1.5,2,Super Area,Chennai,Fair,16,8,Unfurnished,47.6904,-122.397,Bachelors/Family,Contact Owner
18-06-22,350,6000,4,2.5,0,Super Area,Chennai,Fair,15,10,Semi-Furnished,47.7046,-122.107,Bachelors/Family,Contact Owner
06-07-22,550,6000,6,2.5,2,Super Area,Chennai,Good,51,8,Unfurnished,47.5707,-122.129,Bachelors/Family,Contact Owner
17-06-22,500,6000,5,2.5,2,Built Area,Hyderabad,Okay,51,8,Unfurnished,47.3307,-122.324,Bachelors/Family,Contact Owner
25-05-22,680,6000,3,1,0,Carpet Area,Hyderabad,Good,72,7,Unfurnished,47.5682,-122.284,Bachelors/Family,Contact Owner
12-05-22,750,6000,4,2.5,1,Super Area,Hyderabad,Fair,12,7,Unfurnished,47.3734,-122.182,Bachelors/Family,Contact Owner
30-04-22,500,6000,3,1,2,Super Area,Hyderabad,Good,93,6,Unfurnished,47.5177,-122.354,Bachelors/Family,Contact Owner
25-05-22,100,6000,4,2.75,2,Super Area,Hyderabad,Fair,53,8,Unfurnished,47.5579,-122.174,Bachelors/Family,Contact Owner
02-05-22,1250,6000,4,3.25,1,Super Area,Hyderabad,Fair,36,10,Unfurnished,47.6587,-122.163,Family,Contact Owner
29-06-22,450,6000,4,3.75,3,Super Area,Hyderabad,Fair,9,9,Unfurnished,47.6901,-122.356,Bachelors/Family,Contact Owner
10-06-22,500,6000,4,4,2,Super Area,Hyderabad,Fair,11,9,Semi-Furnished,47.5421,-121.888,Bachelors/Family,Contact Owner
25-06-22,600,6000,4,2.75,1,Super Area,Hyderabad,Good,36,10,Semi-Furnished,47.6991,-122.235,Bachelors/Family,Contact Owner
06-07-22,500,6000,3,1.75,1,Super Area,Hyderabad,Good,79,7,Semi-Furnished,47.6975,-122.316,Bachelors/Family,Contact Owner
30-06-22,500,6000,5,3.5,1,Super Area,Hyderabad,Good,21,10,Unfurnished,47.644,-122.185,Bachelors/Family,Contact Owner
06-05-22,400,6000,4,1.75,0,Super Area,Hyderabad,Good,59,7,Unfurnished,47.7396,-122.256,Bachelors/Family,Contact Owner
12-05-22,400,6000,3,2.25,1,Super Area,Hyderabad,Fair,12,8,Unfurnished,47.6198,-122.299,Bachelors/Family,Contact Owner
28-06-22,600,6000,3,1.75,0,Super Area,Hyderabad,Good,67,6,Unfurnished,47.5305,-122.277,Bachelors/Family,Contact Owner
14-06-22,400,6000,4,2.5,0,Super Area,Hyderabad,Fair,19,9,Unfurnished,47.6895,-122.094,Bachelors/Family,Contact Owner
21-05-22,500,6000,3,3.25,2,Carpet Area,Hyderabad,Fair,13,10,Unfurnished,47.6393,-122.403,Bachelors,Contact Owner
06-07-22,300,6000,3,2.5,0,Super Area,Hyderabad,Fair,13,7,Unfurnished,47.7146,-122.311,Bachelors/Family,Contact Owner
14-06-22,350,6000,3,2.25,0,Super Area,Hyderabad,Good,45,8,Semi-Furnished,47.6315,-122.102,Bachelors/Family,Contact Owner
09-07-22,900,6000,5,1,1,Carpet Area,Hyderabad,Fair,97,7,Unfurnished,47.6559,-122.339,Bachelors/Family,Contact Owner
20-05-22,400,6000,4,2.5,0,Super Area,Hyderabad,Fair,17,9,Unfurnished,47.4913,-122.081,Bachelors/Family,Contact Owner
04-06-22,570,6166,3,1,1,Super Area,Chennai,Fair,67,7,Semi-Furnished,47.5266,-122.392,Bachelors/Family,Contact Owner
22-05-22,800,6200,4,2.5,0,Carpet Area,Kolkata,Fair,14,10,Unfurnished,47.5823,-121.97,Bachelors,Contact Owner
10-06-22,400,6200,3,1.5,0,Super Area,Bangalore,Excellent,48,7,Semi-Furnished,47.364,-122.094,Bachelors/Family,Contact Owner
12-05-22,500,6200,4,2.5,0,Super Area,Hyderabad,Fair,25,8,Unfurnished,47.4318,-122.19,Bachelors/Family,Contact Owner
18-06-22,700,6250,3,1.5,0,Super Area,Chennai,Fair,89,8,Unfurnished,47.6869,-122.317,Bachelors/Family,Contact Owner
19-06-22,300,6300,3,2.5,1,Carpet Area,Kolkata,Fair,54,8,Unfurnished,47.7728,-122.386,Bachelors/Family,Contact Agent
04-07-22,360,6300,2,1,2,Super Area,Chennai,Good,68,6,Unfurnished,47.7168,-122.34,Bachelors/Family,Contact Owner
14-05-22,250,6500,3,1,0,Carpet Area,Kolkata,Good,91,7,Furnished,47.7558,-122.229,Bachelors,Contact Owner
15-06-22,1600,6500,2,1.5,1,Super Area,Kolkata,Fair,33,7,Unfurnished,47.3533,-122.166,Bachelors/Family,Contact Owner
18-05-22,800,6500,3,1,1,Carpet Area,Kolkata,Good,50,7,Unfurnished,47.3621,-122.11,Bachelors/Family,Contact Owner
30-05-22,700,6500,4,2.5,1,Super Area,Kolkata,Fair,13,8,Unfurnished,47.3608,-122.036,Bachelors,Contact Owner
03-05-22,700,6500,3,1,1,Super Area,Kolkata,Good,62,7,Unfurnished,47.7073,-122.34,Bachelors,Contact Owner
27-06-22,450,6500,2,2.25,2,Super Area,Kolkata,Good,39,7,Unfurnished,47.518,-122.194,Bachelors/Family,Contact Owner
27-06-22,670,6500,3,2.5,1,Super Area,Kolkata,Good,39,8,Unfurnished,47.7028,-122.231,Family,Contact Owner
24-05-22,44,6500,3,2.25,3,Carpet Area,Kolkata,Fair,43,8,Furnished,47.6647,-122.153,Bachelors/Family,Contact Owner
21-06-22,550,6500,4,2.5,0,Super Area,Kolkata,Fair,19,10,Unfurnished,47.5836,-122.026,Bachelors/Family,Contact Owner
16-06-22,800,6500,4,3.25,1,Super Area,Kolkata,Fair,36,10,Semi-Furnished,47.6312,-122.223,Bachelors/Family,Contact Owner
26-06-22,650,6500,3,1.75,0,Super Area,Kolkata,Fair,110,6,Semi-Furnished,47.5362,-122.268,Bachelors/Family,Contact Owner
25-06-22,350,6500,5,3,0,Carpet Area,Kolkata,Excellent,113,9,Semi-Furnished,47.6166,-122.287,Bachelors/Family,Contact Owner
15-05-22,600,6500,3,2,0,Super Area,Kolkata,Excellent,89,8,Unfurnished,47.5717,-122.375,Bachelors/Family,Contact Owner
10-06-22,400,6500,3,2,0,Super Area,Kolkata,Fair,27,8,Unfurnished,47.1913,-122.012,Bachelors/Family,Contact Owner
25-04-22,450,6500,4,1.5,0,Super Area,Kolkata,Good,49,7,Unfurnished,47.3117,-122.27,Family,Contact Owner
19-06-22,800,6500,3,1.5,0,Carpet Area,Kolkata,Fair,114,7,Furnished,47.592,-122.307,Bachelors/Family,Contact Owner
18-05-22,850,6500,4,2.25,3,Carpet Area,Kolkata,Fair,50,8,Unfurnished,47.6283,-122.095,Bachelors,Contact Owner
10-05-22,800,6500,2,1,7,Carpet Area,Kolkata,Fair,12,5,Unfurnished,47.3889,-122.482,Bachelors/Family,Contact Owner
30-06-22,650,6500,4,2.25,9,Carpet Area,Kolkata,Excellent,56,7,Furnished,47.7448,-122.333,Bachelors/Family,Contact Owner
23-04-22,800,6500,3,2.25,0,Carpet Area,Kolkata,Fair,6,8,Unfurnished,47.7318,-121.982,Bachelors/Family,Contact Owner
13-05-22,550,6500,3,1.5,2,Super Area,Kolkata,Excellent,64,7,Unfurnished,47.2613,-122.255,Bachelors/Family,Contact Agent
03-07-22,400,6500,4,2.5,3,Carpet Area,Kolkata,Fair,21,8,Semi-Furnished,47.3701,-122.107,Bachelors/Family,Contact Agent
10-05-22,700,6500,3,2.5,1,Super Area,Kolkata,Fair,25,8,Unfurnished,47.3724,-122.042,Bachelors/Family,Contact Owner
25-05-22,790,6500,3,1.75,1,Super Area,Mumbai,Good,37,7,Unfurnished,47.3575,-122.28,Bachelors/Family,Contact Owner
23-06-22,325,6500,4,2.5,4,Carpet Area,Mumbai,Fair,5,9,Unfurnished,47.5529,-122.281,Family,Contact Agent
02-06-22,422,6500,3,2.5,2,Carpet Area,Mumbai,Fair,35,8,Semi-Furnished,47.5471,-122.149,Family,Contact Agent
20-06-22,400,6500,4,3.5,1,Super Area,Bangalore,Fair,10,10,Unfurnished,47.6258,-122.302,Bachelors/Family,Contact Owner
04-06-22,700,6500,3,2.5,2,Super Area,Bangalore,Good,106,8,Semi-Furnished,47.5442,-122.38,Bachelors/Family,Contact Owner
27-05-22,600,6500,4,2.5,2,Super Area,Bangalore,Excellent,44,7,Semi-Furnished,47.5816,-122,Bachelors/Family,Contact Owner
20-06-22,450,6500,4,3.25,0,Super Area,Bangalore,Fair,17,10,Unfurnished,47.5208,-122.15,Bachelors,Contact Owner
30-06-22,700,6500,4,1.5,2,Super Area,Bangalore,Fair,67,7,Unfurnished,47.7505,-122.315,Bachelors,Contact Owner
20-05-22,200,6500,4,2.25,0,Super Area,Bangalore,Fair,23,7,Semi-Furnished,47.483,-122.026,Bachelors,Contact Owner
08-06-22,500,6500,3,1.75,4,Super Area,Bangalore,Good,58,9,Semi-Furnished,47.5826,-122.246,Bachelors/Family,Contact Owner
30-05-22,150,6500,4,2,3,Super Area,Bangalore,Excellent,96,7,Semi-Furnished,47.6545,-122.333,Bachelors/Family,Contact Owner
11-05-22,450,6500,3,2,1,Super Area,Bangalore,Excellent,58,7,Unfurnished,47.7447,-122.328,Bachelors/Family,Contact Owner
16-06-22,400,6500,4,3,3,Carpet Area,Bangalore,Fair,36,7,Semi-Furnished,47.7689,-122.379,Bachelors/Family,Contact Owner
27-06-22,450,6500,3,2.5,0,Carpet Area,Bangalore,Good,25,8,Semi-Furnished,47.3534,-122.057,Bachelors/Family,Contact Owner
28-04-22,300,6500,4,2.75,2,Super Area,Bangalore,Excellent,44,9,Semi-Furnished,47.4268,-122.343,Bachelors/Family,Contact Owner
25-05-22,700,6500,3,1,1,Super Area,Bangalore,Fair,63,7,Unfurnished,47.7586,-122.303,Bachelors/Family,Contact Owner
05-05-22,300,6500,4,2.5,0,Super Area,Delhi,Fair,31,9,Unfurnished,47.5852,-121.992,Bachelors/Family,Contact Owner
02-06-22,500,6500,4,2,2,Super Area,Delhi,Fair,68,7,Unfurnished,47.4994,-122.261,Bachelors/Family,Contact Owner
27-05-22,75,6500,4,2.75,2,Carpet Area,Delhi,Fair,13,7,Unfurnished,47.3823,-122.3,Bachelors/Family,Contact Owner
03-06-22,300,6500,5,3,0,Super Area,Delhi,Excellent,41,8,Furnished,47.6784,-122.285,Bachelors/Family,Contact Owner
21-05-22,1000,6500,3,2.5,0,Super Area,Chennai,Fair,29,8,Semi-Furnished,47.6601,-121.946,Bachelors/Family,Contact Owner
12-05-22,500,6500,4,3,2,Super Area,Chennai,Good,62,8,Unfurnished,47.5646,-122.184,Bachelors/Family,Contact Owner
12-05-22,500,6500,3,1,2,Super Area,Chennai,Good,97,7,Furnished,47.6916,-122.352,Bachelors/Family,Contact Owner
12-05-22,250,6500,3,0.75,0,Super Area,Chennai,Excellent,47,7,Semi-Furnished,47.7567,-122.073,Bachelors/Family,Contact Owner
28-06-22,400,6500,2,2.5,1,Super Area,Chennai,Fair,10,8,Unfurnished,47.7041,-122.351,Bachelors/Family,Contact Owner
06-05-22,700,6500,3,1.5,0,Super Area,Chennai,Fair,109,6,Unfurnished,47.6231,-122.292,Bachelors/Family,Contact Owner
06-07-22,1000,6500,3,2.5,1,Super Area,Chennai,Fair,13,7,Semi-Furnished,47.5426,-121.879,Bachelors/Family,Contact Owner
29-06-22,600,6500,4,2,0,Super Area,Chennai,Good,68,7,Semi-Furnished,47.5734,-122.395,Bachelors/Family,Contact Owner
23-05-22,450,6500,3,2,0,Carpet Area,Chennai,Fair,31,7,Semi-Furnished,47.3635,-122.045,Bachelors/Family,Contact Owner
29-04-22,550,6500,3,1.75,2,Super Area,Chennai,Good,41,7,Unfurnished,47.5116,-122.161,Bachelors/Family,Contact Owner
21-05-22,350,6500,4,3.75,2,Super Area,Chennai,Fair,26,10,Unfurnished,47.5897,-122.229,Bachelors/Family,Contact Owner
